age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348,unknown,no,None
34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,unknown,no,None
41,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,unknown,no,None
32,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,unknown,no,None
53,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,unknown,no,None
43,blue-collar,married,unknown,no,285,yes,no,cellular,15,may,22,unknown,no,None
27,services,married,secondary,no,221,no,yes,cellular,7,jul,554,unknown,no,None
48,technician,single,secondary,no,479,no,no,unknown,20,may,148,unknown,no,None
33,services,single,tertiary,no,1595,yes,no,unknown,26,may,296,unknown,no,None
41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,unknown,no,None
33,admin.,married,tertiary,no,640,no,no,cellular,24,jul,318,unknown,no,None
25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,unknown,no,None
38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,unknown,no,None
43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,unknown,no,None
28,services,married,secondary,no,4,yes,no,unknown,27,jun,133,unknown,no,None
52,self-employed,married,tertiary,no,2289,yes,yes,cellular,21,nov,81,unknown,no,None
32,management,single,tertiary,no,131,no,no,unknown,3,jun,267,unknown,no,None
31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82,unknown,no,None
27,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,unknown,no,None
42,technician,single,secondary,no,823,yes,no,cellular,28,jan,137,unknown,no,None
30,management,married,tertiary,no,1235,yes,no,cellular,28,jul,104,unknown,no,None
43,technician,single,secondary,no,1195,yes,no,unknown,15,may,516,unknown,no,None
44,management,married,unknown,no,21,no,no,cellular,24,aug,323,unknown,no,None
46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,unknown,no,None
36,blue-collar,single,secondary,no,0,no,no,unknown,19,jun,238,unknown,no,None
44,blue-collar,single,primary,no,0,yes,no,cellular,24,jul,184,unknown,no,None
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,unknown,no,None
34,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,unknown,no,None
31,services,married,secondary,no,505,no,no,cellular,11,jul,773,unknown,no,None
34,blue-collar,married,primary,no,3986,yes,no,cellular,17,apr,345,unknown,no,None
47,management,married,primary,yes,145,no,yes,unknown,1,jul,163,unknown,no,None
45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,unknown,no,None
35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,unknown,no,None
32,technician,married,secondary,no,465,yes,no,cellular,12,may,210,unknown,no,None
38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,unknown,no,None
32,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,unknown,no,None
58,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,unknown,no,None
35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,unknown,no,None
40,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082,unknown,no,None
36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,unknown,no,None
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,unknown,no,None
35,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,unknown,no,None
38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,unknown,no,None
43,admin.,married,secondary,no,59,yes,no,cellular,15,jul,60,unknown,no,None
43,admin.,married,secondary,no,2682,no,no,cellular,30,jul,103,unknown,no,None
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,unknown,no,None
40,services,married,secondary,no,3164,yes,no,cellular,3,apr,329,unknown,no,None
49,technician,divorced,secondary,no,342,no,yes,cellular,19,nov,58,unknown,no,None
35,services,single,secondary,no,1742,yes,no,cellular,31,jul,39,unknown,no,None
42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,unknown,no,None
29,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,unknown,no,None
26,technician,single,secondary,no,430,no,no,cellular,5,feb,450,unknown,no,None
36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,unknown,no,None
30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,unknown,no,None
52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,unknown,no,None
55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,unknown,no,None
30,services,single,secondary,no,117,no,no,cellular,28,jan,135,unknown,no,None
29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,unknown,no,None
27,admin.,single,tertiary,no,1993,yes,no,cellular,5,may,102,unknown,no,None
33,services,married,secondary,no,881,yes,no,unknown,21,may,67,unknown,no,None
48,admin.,married,secondary,no,0,yes,no,cellular,17,jul,109,unknown,no,None
56,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74,unknown,no,None
42,blue-collar,married,secondary,no,1468,yes,no,unknown,28,may,136,unknown,no,None
43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,unknown,no,None
41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,unknown,no,None
58,admin.,single,secondary,no,247,no,yes,unknown,20,jun,66,unknown,no,None
29,blue-collar,married,primary,no,258,yes,no,unknown,26,may,130,unknown,no,None
38,management,married,tertiary,no,595,yes,no,cellular,18,nov,70,unknown,no,None
49,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283,unknown,no,None
56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,unknown,no,None
31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,unknown,no,None
29,technician,single,secondary,no,307,yes,no,cellular,3,feb,216,unknown,no,None
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,unknown,no,None
43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,unknown,no,None
29,technician,married,secondary,no,0,no,no,unknown,12,may,33,unknown,no,None
39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,unknown,no,None
53,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120,unknown,no,None
48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,unknown,no,None
34,management,married,tertiary,no,0,no,no,cellular,22,apr,176,unknown,no,None
52,management,single,tertiary,no,741,no,no,cellular,7,aug,63,unknown,no,None
30,admin.,married,secondary,no,521,yes,no,cellular,19,nov,648,unknown,no,None
45,entrepreneur,married,primary,no,5315,yes,yes,cellular,15,may,262,unknown,no,None
54,management,married,secondary,no,1660,no,no,cellular,20,nov,337,unknown,no,None
35,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,284,unknown,no,None
34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,unknown,no,None
22,student,single,unknown,no,1,no,no,telephone,15,jun,263,unknown,no,None
49,management,married,unknown,no,0,no,no,cellular,19,nov,99,unknown,no,None
28,technician,single,tertiary,no,558,yes,no,cellular,15,may,300,unknown,no,None
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,unknown,no,None
34,management,married,tertiary,no,179,yes,no,cellular,20,nov,184,unknown,no,None
26,student,single,unknown,no,198,no,no,cellular,5,feb,161,unknown,no,None
37,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,unknown,no,None
31,technician,married,secondary,no,2420,yes,no,cellular,19,nov,166,unknown,no,None
42,management,married,secondary,no,580,no,no,cellular,22,aug,67,unknown,no,None
34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,unknown,no,None
34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,498,unknown,no,None
53,management,married,tertiary,no,261,no,no,cellular,19,aug,100,unknown,no,None
55,entrepreneur,married,tertiary,no,323,yes,yes,cellular,13,may,200,unknown,no,None
51,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,643,unknown,no,None
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,unknown,no,None
35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,unknown,no,None
35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,unknown,no,None
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,unknown,no,None
59,retired,married,primary,yes,-13,no,no,cellular,11,aug,77,unknown,no,None
50,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,unknown,no,None
37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,unknown,no,None
30,services,married,secondary,no,699,yes,no,unknown,29,may,544,unknown,no,None
41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,unknown,no,None
43,blue-collar,married,primary,no,794,yes,no,cellular,13,may,38,unknown,no,None
34,blue-collar,married,primary,no,503,yes,no,unknown,26,may,120,unknown,no,None
42,management,married,tertiary,no,-700,yes,no,unknown,14,may,110,unknown,no,None
33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,unknown,no,None
26,services,single,secondary,no,335,no,no,telephone,29,jan,393,unknown,no,None
32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,unknown,no,None
41,management,married,tertiary,no,-195,no,yes,cellular,20,nov,112,unknown,no,None
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,unknown,no,None
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,unknown,no,None
45,services,married,primary,no,2406,yes,yes,cellular,20,apr,108,unknown,no,None
42,entrepreneur,married,secondary,no,324,yes,no,cellular,15,jul,528,unknown,no,None
37,blue-collar,married,secondary,no,168,yes,no,cellular,17,apr,266,unknown,no,None
59,retired,married,secondary,no,374,no,no,cellular,29,aug,272,unknown,no,None
31,services,single,secondary,no,658,no,no,cellular,22,may,100,unknown,no,None
22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,unknown,no,None
30,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,unknown,no,None
52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,unknown,no,None
50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,unknown,no,None
34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,unknown,no,None
30,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,unknown,no,None
56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,unknown,no,None
51,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,unknown,no,None
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,unknown,no,None
46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,unknown,no,None
51,blue-collar,married,secondary,no,984,yes,no,telephone,7,apr,353,unknown,no,None
39,technician,single,secondary,no,201,no,yes,unknown,6,jun,148,unknown,no,None
41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,unknown,no,None
33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,unknown,no,None
60,entrepreneur,divorced,secondary,no,80,yes,no,unknown,15,may,397,unknown,no,None
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,unknown,no,None
58,services,married,secondary,no,818,no,no,cellular,22,aug,283,unknown,no,None
36,admin.,single,unknown,no,1815,no,no,unknown,5,jun,387,unknown,no,None
42,technician,married,secondary,no,0,no,no,cellular,30,jul,351,unknown,no,None
44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,unknown,no,None
31,services,married,secondary,no,71,yes,no,cellular,17,jul,740,unknown,no,None
51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,unknown,no,None
59,admin.,married,primary,no,1040,no,no,telephone,31,jul,733,unknown,no,None
44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,may,114,unknown,no,None
29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,unknown,no,None
30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,unknown,no,None
43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,unknown,no,None
53,technician,single,tertiary,no,1,no,no,cellular,21,aug,190,unknown,no,None
46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,unknown,no,None
41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,unknown,no,None
44,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,83,unknown,no,None
38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,unknown,no,None
43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,unknown,no,None
41,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,unknown,no,None
44,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,unknown,no,None
31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,unknown,no,None
59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,unknown,no,None
30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,unknown,no,None
35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,unknown,no,None
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,unknown,no,None
49,services,married,primary,no,468,no,no,cellular,5,aug,608,unknown,no,None
40,services,married,secondary,no,181,yes,no,unknown,16,may,370,unknown,no,None
57,admin.,married,unknown,no,1401,no,no,cellular,21,aug,91,unknown,no,None
38,management,married,unknown,no,1349,yes,no,unknown,6,may,100,unknown,no,None
49,services,married,primary,no,5737,yes,no,unknown,29,may,417,unknown,no,None
38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,unknown,no,None
26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,unknown,no,None
34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,unknown,no,None
58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,unknown,no,None
30,services,married,secondary,no,80,yes,no,unknown,8,may,185,unknown,no,None
52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,unknown,no,None
30,technician,single,tertiary,no,10,no,no,cellular,26,aug,276,unknown,no,None
52,blue-collar,married,secondary,no,331,no,no,cellular,8,aug,84,unknown,no,None
34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,unknown,no,None
33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,unknown,no,None
23,admin.,married,secondary,no,299,yes,no,unknown,19,jun,104,unknown,no,None
59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,unknown,no,None
42,management,married,tertiary,no,223,no,no,cellular,6,aug,92,unknown,no,None
50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,unknown,no,None
41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,unknown,no,None
57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,unknown,no,None
52,services,married,unknown,no,337,yes,no,unknown,19,may,85,unknown,no,None
61,retired,married,unknown,no,-492,no,yes,unknown,4,jul,333,unknown,no,None
31,technician,single,tertiary,no,53,no,no,cellular,28,jan,97,unknown,no,None
48,blue-collar,single,primary,no,316,no,no,unknown,5,jun,560,unknown,no,None
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,unknown,no,None
37,blue-collar,married,secondary,no,2697,yes,no,cellular,20,apr,430,unknown,no,None
34,services,married,secondary,no,244,no,no,cellular,4,feb,696,unknown,no,None
42,services,single,unknown,no,410,no,no,cellular,21,nov,34,unknown,no,None
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,unknown,no,None
35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,unknown,no,None
43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,unknown,no,None
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,unknown,no,None
24,blue-collar,single,secondary,no,1,yes,no,cellular,11,may,79,unknown,no,None
39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,unknown,no,None
27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,unknown,no,None
50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,84,unknown,no,None
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,unknown,no,None
30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,unknown,no,None
35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,unknown,no,None
36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,unknown,no,None
39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,unknown,no,None
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,unknown,no,None
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,unknown,no,None
56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,unknown,no,None
60,retired,married,primary,no,600,no,no,cellular,19,aug,99,unknown,no,None
31,blue-collar,married,secondary,no,-720,yes,yes,unknown,15,may,112,unknown,no,None
